Log_Rank_Diff,Log_Pts_Diff,Odds_Logit_Diff,Court,Surface,Series,Round,Tournament,Elo_Diff,Surface_Elo_Diff,Player_1,Player_2,Winner,Date,y
1.6363453653540248,-1.2894882175587226,-1.3556573916580008,Outdoor,Clay,ATP250,1st Round,Copa Telmex,-287.4966567517615,-206.4620229641107,Mello R.,Ferrero J.C.,Ferrero J.C.,2010-02-16,0
-0.5108256237659905,0.4114068962369153,0.43762221974269544,Outdoor,Clay,ATP250,1st Round,Copa Telmex,119.42898515158186,105.02416857180242,Montanes A.,Cuevas P.,Montanes A.,2010-02-16,1
0.7985076962177713,-0.6462420310862846,0.675128675057267,Outdoor,Clay,ATP250,1st Round,Copa Telmex,328.7655452084805,141.34647788340658,Nalbandian D.,Starace P.,Nalbandian D.,2010-02-16,1
0.35937400090789673,-0.24144267980175194,-0.23511974236092564,Outdoor,Clay,ATP250,1st Round,Copa Telmex,-84.98115850474915,-23.17944731163925,Ventura S.,Koellerer D.,Ventura S.,2010-02-16,1
-0.905501024452775,1.4213856809311602,0.2351197423609256,Outdoor,Clay,ATP250,1st Round,Copa Telmex,-163.0364882934589,-131.36368924388057,Volandri F.,Moya C.,Moya C.,2010-02-16,0
0.7801585575495746,-0.8056251639866359,-0.5108256237659907,Indoor,Hard,ATP250,1st Round,Open 13,-70.40927629100997,-49.22060296456425,Bemelmans R.,Marchenko I.,Marchenko I.,2010-02-16,0
1.2992829841302607,-1.0350070387135375,-1.005902890563842,Indoor,Hard,ATP250,1st Round,Open 13,-222.31701293565789,-177.8406791237885,Bohli S.,Benneteau J.,Benneteau J.,2010-02-16,0
-0.6478319843479028,0.6213534885412022,0.5108256237659907,Indoor,Hard,ATP250,1st Round,Open 13,95.66353885576996,35.853259230799495,Llodra M.,Roger-Vasselin E.,Llodra M.,2010-02-16,1
0.4519851237430572,-0.30526845695385685,,Indoor,Hard,ATP250,1st Round,Open 13,-58.82751675201598,-77.10019686762075,Ouanna J.,Istomin D.,Ouanna J.,2010-02-16,1
-0.2984929885559966,0.21733360275366298,-0.1508228897345839,Indoor,Hard,ATP250,1st Round,Open 13,-1.3924595518226397,-39.647805656807805,Seppi A.,Clement A.,Seppi A.,2010-02-16,1
-1.287854288306638,0.8892797807136077,0.7911275889201489,Indoor,Hard,ATP250,1st Round,Open 13,246.69102274996544,272.35037991272475,Simon G.,Rochus O.,Rochus O.,2010-02-16,0
-0.4663738611951569,0.28616577193381687,0.3598545968561117,Indoor,Hard,ATP250,1st Round,Open 13,64.12613852425534,126.30503489657144,Stakhovsky S.,Bolelli S.,Stakhovsky S.,2010-02-16,1
0.19237189264745602,-0.21772348384487028,-0.7911275889201493,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,-205.23224475375991,-180.67912015724073,Becker B.,Karlovic I.,Karlovic I.,2010-02-16,0
-1.9334099862910819,1.5940332432391138,1.1874435023747256,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,312.29485129119576,264.56885187865487,Berdych T.,Sweeting R.,Berdych T.,2010-02-16,1
-0.3321338350226153,0.3067302674224752,0.43762221974269544,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,97.39102065224097,71.60797901568094,Gulbis E.,Kendrick R.,Gulbis E.,2010-02-16,1
-2.568021556498507,2.4219416930978594,1.6873994539038115,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,286.16447596632065,245.74508832442189,Isner J.,Harrison R.,Isner J.,2010-02-16,1
-0.5596157879354227,0.40738118457098427,0.7911275889201489,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,121.18721684676348,63.157099916813195,Kohlschreiber P.,Korolev E.,Korolev E.,2010-02-16,0
1.052092273033217,-0.6986386825536197,0.1508228897345835,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,4.592461977469384,17.353274187433726,Nieminen J.,Sela D.,Nieminen J.,2010-02-16,1
1.8386237782042727,-2.045439744402347,-0.7911275889201493,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,-98.51706224830332,-112.00999456081377,Reynolds B.,Lacko L.,Lacko L.,2010-02-16,0
-0.575364144903562,0.4346478748652238,1.3556573916580008,Outdoor,Clay,ATP250,1st Round,Copa Telmex,114.02849698547902,167.9551798105274,Monaco J.,Kubot L.,Monaco J.,2010-02-17,1
-0.5596157879354227,0.5037928655397073,-1.0986122886681098,Outdoor,Clay,ATP250,2nd Round,Copa Telmex,-354.52855728822146,-201.66515521234624,Gimeno-Traver D.,Nalbandian D.,Nalbandian D.,2010-02-17,0
-0.8567766043417473,0.5765912894924572,0.7911275889201489,Outdoor,Clay,ATP250,2nd Round,Copa Telmex,162.31423144033874,132.90825098611595,Hanescu V.,Ventura S.,Ventura S.,2010-02-17,0
-1.6802069833223077,1.4102763258063753,1.1874435023747256,Outdoor,Clay,ATP250,2nd Round,Copa Telmex,265.5841090652789,251.9019601515231,Montanes A.,Andujar P.,Montanes A.,2010-02-17,1
-1.1713020220363877,1.2799293250360586,0.2351197423609256,Indoor,Hard,ATP250,1st Round,Open 13,-80.83735924627649,-53.458722169356406,Hajek J.,Mertens Y.,Mertens Y.,2010-02-17,0
0.10247866928293803,-0.13923157906386674,,Indoor,Hard,ATP250,1st Round,Open 13,41.59927328977528,38.668449930722545,Rufin G.,Recouderc L.,Rufin G.,2010-02-17,1
-0.7859289140109116,0.5999383512419456,0.7911275889201489,Indoor,Hard,ATP250,2nd Round,Open 13,192.28416901739638,187.20569900550504,Baghdatis M.,Llodra M.,Llodra M.,2010-02-17,0
-0.4139757977760734,0.2980172202894158,0.43762221974269544,Indoor,Hard,ATP250,2nd Round,Open 13,92.85107451325666,85.74180521849507,Benneteau J.,Serra F.,Benneteau J.,2010-02-17,1
-1.6885752329928243,1.210858136836281,1.0059028905638425,Indoor,Hard,ATP250,2nd Round,Open 13,209.41700323749387,195.69947654050952,Robredo T.,Zverev M.,Zverev M.,2010-02-17,0
-2.5985659682605218,1.859652572511779,1.6873994539038115,Indoor,Hard,ATP250,2nd Round,Open 13,347.1753212130659,344.2430752209707,Tsonga J.W.,Ouanna J.,Tsonga J.W.,2010-02-17,1
0.13102826240640386,-0.09286035289359518,-0.4376222197426959,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,-73.54123673229128,-93.99489082967762,Lu Y.H.,Ginepri R.,Lu Y.H.,2010-02-17,1
1.7346010553881062,-1.245416996133148,-0.6751286750572671,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,-232.24445774277524,-94.99492598092957,Malisse X.,Haas T.,Malisse X.,2010-02-17,1
0.027779564107075494,-0.00461894585629441,-0.4376222197426959,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,-75.32141010807891,-108.6848697909495,Mayer L.,Fish M.,Mayer L.,2010-02-17,1
0.4533211292857988,-0.27515372015995787,-0.5985312041850962,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,55.42082956389959,-3.061986417355456,Odesnik W.,Russell M.,Russell M.,2010-02-17,0
0.9727320427791071,-0.7311315449054208,-1.4784096500276964,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,-217.4029167290753,-222.11906854967492,Ram R.,Querrey S.,Querrey S.,2010-02-17,0
-1.3156767939059373,1.1014124305047197,1.7764919970972666,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,330.19423271028654,346.3064770566589,Verdasco F.,Chardy J.,Chardy J.,2010-02-17,0
-1.6174060820832774,1.1480315815151023,0.9614111671546244,Indoor,Hard,ATP500,2nd Round,Regions Morgan Keegan Championships,251.28256950117384,210.8321366511509,Isner J.,Nieminen J.,Isner J.,2010-02-17,1
0.3566749439387329,-0.2781381939400749,-0.35985459685611215,Indoor,Hard,ATP500,2nd Round,Regions Morgan Keegan Championships,-47.99362710953778,-56.165739928087305,Petzschner P.,Korolev E.,Petzschner P.,2010-02-17,1
-1.9560625205193314,1.44180046725476,0.5985312041850962,Indoor,Hard,ATP500,2nd Round,Regions Morgan Keegan Championships,211.85461073656438,193.06048100523026,Stepanek R.,Gulbis E.,Gulbis E.,2010-02-17,0
-1.7469089030627032,1.2783543565647335,1.6873994539038115,Outdoor,Clay,ATP250,2nd Round,Copa Telmex,184.4261872022803,225.51646442130254,Ferrer D.,Gil F.,Ferrer D.,2010-02-18,1
-1.3633048428951913,1.1350430302930228,1.868949107919185,Outdoor,Clay,ATP250,2nd Round,Copa Telmex,381.4583621599718,282.02082202975475,Ferrero J.C.,Daniel M.,Ferrero J.C.,2010-02-18,1
1.0163741904311374,-0.7154890520644468,-0.35985459685611215,Outdoor,Clay,ATP250,2nd Round,Copa Telmex,-82.3490410329839,-141.03565115149286,Granollers M.,Andreev I.,Andreev I.,2010-02-18,0
2.277267285009756,-2.68638870432103,-0.05406722127027606,Outdoor,Clay,ATP250,2nd Round,Copa Telmex,40.65918963724266,118.33259404409159,Moya C.,Zeballos H.,Zeballos H.,2010-02-18,0
0.41689380393178777,-0.31522479708936313,-0.1508228897345839,Indoor,Hard,ATP250,2nd Round,Open 13,2.728589762926049,7.568035167063499,Marchenko I.,Rochus O.,Marchenko I.,2010-02-18,1
0.5651662184660715,-0.6810258200276005,0.2351197423609256,Indoor,Hard,ATP250,2nd Round,Open 13,13.052054784956681,16.722404173357745,Mertens Y.,Rufin G.,Rufin G.,2010-02-18,0
1.2636920390275583,-0.9925527167077854,-1.1874435023747254,Indoor,Hard,ATP250,2nd Round,Open 13,-223.9888638777993,-224.60160094096022,Seppi A.,Monfils G.,Monfils G.,2010-02-18,0
-2.154664962917424,1.7666621212279292,2.021172633555861,Indoor,Hard,ATP250,2nd Round,Open 13,267.0978905645627,205.56142291751667,Soderling R.,Stakhovsky S.,Soderling R.,2010-02-18,1
2.0614230361771577,-1.6595944810935688,-1.005902890563842,Indoor,Hard,ATP500,1st Round,Regions Morgan Keegan Championships,-229.9849336751097,-198.89220210906456,Blake J.,Roddick A.,Roddick A.,2010-02-18,0
-1.1284652518177904,0.8195373859692143,0.5985312041850962,Indoor,Hard,ATP500,2nd Round,Regions Morgan Keegan Championships,162.87328458146135,69.44371045180378,Karlovic I.,Malisse X.,Karlovic I.,2010-02-18,1
0.8564722366632447,-0.6657696396126447,-1.005902890563842,Indoor,Hard,ATP500,2nd Round,Regions Morgan Keegan Championships,-129.17836244987802,-151.26931043186937,Mayer L.,Querrey S.,Querrey S.,2010-02-18,0
1.0840134892469573,-0.8496723892956801,-1.1874435023747254,Indoor,Hard,ATP500,2nd Round,Regions Morgan Keegan Championships,-194.2810512514127,-155.83457326053122,Russell M.,Berdych T.,Berdych T.,2010-02-18,0
-1.1230037417922691,0.8054144824310265,1.3556573916580008,Outdoor,Clay,ATP250,2nd Round,Copa Telmex,222.06565060836783,208.3281556671268,Monaco J.,Chela J.I.,Monaco J.,2010-02-19,1
1.5723966407537509,-1.2411890919456834,-1.6873994539038122,Outdoor,Clay,ATP250,Quarterfinals,Copa Telmex,-330.47206114994106,-245.81376243523664,Ventura S.,Ferrero J.C.,Ferrero J.C.,2010-02-19,0
-1.0986122886681096,0.8833151538229469,0.675128675057267,Indoor,Hard,ATP250,Quarterfinals,Open 13,130.3767681668412,103.98339625442418,Monfils G.,Benneteau J.,Benneteau J.,2010-02-19,0
-2.2900063107871858,1.830897198272746,1.1874435023747256,Indoor,Hard,ATP250,Quarterfinals,Open 13,284.8115807777067,217.34138391972397,Soderling R.,Llodra M.,Llodra M.,2010-02-19,0
-2.2801122371419873,1.6666357266010756,1.868949107919185,Indoor,Hard,ATP250,Quarterfinals,Open 13,306.0460115277017,284.0542527846328,Tsonga J.W.,Marchenko I.,Tsonga J.W.,2010-02-19,1
-0.515164025364589,0.516904669842372,0.675128675057267,Indoor,Hard,ATP250,Quarterfinals,Open 13,-22.625804004605243,-74.26860545137697,Zverev M.,Rufin G.,Zverev M.,2010-02-19,1
-2.790288299339182,2.165438774509356,2.1484344131667865,Indoor,Hard,ATP500,2nd Round,Regions Morgan Keegan Championships,486.2942743093199,434.361592175974,Roddick A.,Lu Y.H.,Roddick A.,2010-02-19,1
-1.4596256342054401,1.0705492226011994,0.5108256237659907,Indoor,Hard,ATP500,Quarterfinals,Regions Morgan Keegan Championships,134.13745324065167,126.96200379025913,Berdych T.,Gulbis E.,Gulbis E.,2010-02-19,0
-0.27763173659827967,0.17939084504587388,0.1508228897345835,Indoor,Hard,ATP500,Quarterfinals,Regions Morgan Keegan Championships,50.30660447111086,76.02123076123894,Isner J.,Karlovic I.,Isner J.,2010-02-19,1
-0.05884050002293417,0.010582109330536937,-0.3122231813678984,Indoor,Hard,ATP500,Quarterfinals,Regions Morgan Keegan Championships,-56.265433665108276,-40.72890103135569,Lacko L.,Petzschner P.,Petzschner P.,2010-02-19,0
0.6931471805599454,-0.5369932146746921,-0.5985312041850962,Outdoor,Clay,ATP250,Quarterfinals,Copa Telmex,-98.02778900882686,-107.70033908700748,Andreev I.,Ferrer D.,Ferrer D.,2010-02-20,0
-0.6554068525770984,0.5005540734441611,1.3556573916580008,Outdoor,Clay,ATP250,Quarterfinals,Copa Telmex,206.8998472344881,247.62833398502312,Monaco J.,Zeballos H.,Monaco J.,2010-02-20,1
-0.4567584024957152,0.3413126805855402,0.7911275889201489,Outdoor,Clay,ATP250,Semifinals,Copa Telmex,45.84406733266269,60.03139284500685,Ferrer D.,Montanes A.,Ferrer D.,2010-02-20,1
0.20479441264601306,-0.26134263999586516,-0.23511974236092564,Outdoor,Clay,ATP250,Semifinals,Copa Telmex,-31.52889122899728,6.725326953602689,Monaco J.,Ferrero J.C.,Ferrero J.C.,2010-02-20,0
-0.15234072458201897,0.11657017923117419,1.0059028905638425,Indoor,Hard,ATP250,Semifinals,Open 13,122.76878497154098,141.5225123229725,Llodra M.,Zverev M.,Llodra M.,2010-02-20,1
-1.4663370687934267,1.0889471576059586,0.7911275889201489,Indoor,Hard,ATP250,Semifinals,Open 13,173.5407341232692,166.28918037385984,Tsonga J.W.,Benneteau J.,Benneteau J.,2010-02-20,0
1.488077055429833,-1.2057950921970093,-0.7322285306024165,Indoor,Hard,ATP500,Quarterfinals,Regions Morgan Keegan Championships,-233.88104655423194,-201.15931544477212,Querrey S.,Roddick A.,Querrey S.,2010-02-20,1
1.0296194171811588,-0.7769238482311334,-1.005902890563842,Indoor,Hard,ATP500,Semifinals,Regions Morgan Keegan Championships,-214.11864788897537,-172.3429033840432,Petzschner P.,Isner J.,Isner J.,2010-02-20,0
-1.1611326456494435,0.8667833294187517,0.675128675057267,Indoor,Hard,ATP500,Semifinals,Regions Morgan Keegan Championships,130.45930730469786,130.16038557178626,Querrey S.,Gulbis E.,Querrey S.,2010-02-20,1
0.1466034741918758,-0.011293174793455485,-0.3346960372199574,Outdoor,Clay,ATP250,The Final,Copa Telmex,74.39593189602238,10.245796079380398,Ferrero J.C.,Ferrer D.,Ferrero J.C.,2010-02-21,1
-0.7058862063373752,0.48625436303548586,-0.10536051565782652,Indoor,Hard,ATP250,The Final,Open 13,99.26094015460285,97.94337908594343,Benneteau J.,Llodra M.,Llodra M.,2010-02-21,0
-0.2151113796169457,0.12646844359153153,-0.28163975799581836,Indoor,Hard,ATP500,The Final,Regions Morgan Keegan Championships,50.49654479609285,28.408980931371616,Isner J.,Querrey S.,Querrey S.,2010-02-21,0
-0.9162907318741547,0.7166776779701394,1.5914194069314218,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,236.2926713472866,136.54114835080986,Bellucci T.,Hernandez O.,Bellucci T.,2010-02-22,1
0.7205461547480598,-0.5355846925783503,0.7911275889201489,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-8.407820963658196,-43.25086951282651,Baghdatis M.,Simon G.,Baghdatis M.,2010-02-22,1
1.32818673031261,-0.984244467154813,-1.0986122886681098,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-171.24300497782406,-212.52795513015826,Bolelli S.,Melzer J.,Melzer J.,2010-02-22,0
-3.157000421150113,2.228511499278171,2.3683364705568266,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,507.84433881612017,527.512761481591,Djokovic N.,Garcia-Lopez G.,Djokovic N.,2010-02-22,1
1.6835458845878217,-1.3638061902767529,-1.2832459852204439,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-257.9273678406696,-194.8340980481712,Hernych J.,Ljubicic I.,Ljubicic I.,2010-02-22,0
1.378914253822268,-1.0591009763942667,-1.1874435023747254,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-139.37473995726396,-103.07314248936086,Koubek S.,Lopez F.,Koubek S.,2010-02-22,1
3.323235840192443,-2.699322476261565,-2.5549990266083684,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-546.795727862507,-523.7360704711527,Kunitsyn I.,Murray A.,Murray A.,2010-02-22,0
0.966440515559627,-0.6832948841169344,-1.005902890563842,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-197.7989721275569,-154.68346094106778,Schuettler R.,Troicki V.,Troicki V.,2010-02-22,0
0.7460695820142877,-0.5089754844778298,-1.0986122886681098,Outdoor,Hard,ATP250,1st Round,International Championships,-73.76951277139779,-90.7931862715152,Lapentti N.,Korolev E.,Korolev E.,2010-02-22,0
0.27541197985996657,-0.18992867136776947,0.8934760541079834,Outdoor,Hard,ATP250,1st Round,International Championships,65.32993444189856,45.16943734424808,Odesnik W.,Ram R.,Odesnik W.,2010-02-22,1
-1.1826954058786514,0.8476076977250813,1.283245985220444,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,140.82799604233537,156.57783174044835,Andreev I.,Crivoi V.,Andreev I.,2010-02-23,1
0.534082485930258,-0.33720331987541563,-0.6751286750572671,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,-125.88811559123519,-97.87257207474272,Daniel M.,Cuevas P.,Cuevas P.,2010-02-23,0
-2.095515366510897,2.367534713829082,0.675128675057267,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,152.79540720041678,-2.7706495745428583,Gasquet R.,Moya C.,Gasquet R.,2010-02-23,1
0.7817005779013897,-0.7914174019927476,-1.3556573916580008,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,19.42174221490677,10.886853009071046,Gonzalez S.,Schwank E.,Schwank E.,2010-02-23,0
-0.8886392005436448,0.582502636755514,0.43762221974269544,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,67.95843136656413,94.79773980327923,Hanescu V.,Gil F.,Hanescu V.,2010-02-23,1
-0.10135249426028814,0.062370330726458256,-0.35985459685611215,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,-72.2524744071211,-91.18064838664964,Luczak P.,Chela J.I.,Chela J.I.,2010-02-23,0
1.4739999415389957,-1.103252668224612,-1.6873994539038122,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,-305.5702515253015,-265.2050074063916,Martin A.,Monaco J.,Monaco J.,2010-02-23,0
-1.0021520224805474,0.7508935503653626,0.5108256237659907,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,188.24613000851355,193.84289249560106,Montanes A.,Gimeno-Traver D.,Montanes A.,2010-02-23,1
0.8630462173553424,-0.6412705406694883,-1.7764919970972666,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,-146.28802104408555,-183.74292133873269,Sela D.,Almagro N.,Almagro N.,2010-02-23,0
-1.7404661748405044,1.298351343210424,1.5914194069314218,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,373.08009281899604,230.11686663577143,Verdasco F.,Fognini F.,Verdasco F.,2010-02-23,1
0.44802472252696024,-0.39094579678371133,-0.23511974236092564,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,69.02104792517571,100.89422849018592,Benneteau J.,Robredo T.,Robredo T.,2010-02-23,0
-0.2231435513142097,0.15713130796539598,0.2351197423609256,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-58.82374845939262,-28.943711580154286,Berrer M.,Stakhovsky S.,Berrer M.,2010-02-23,1
2.007468042054746,-1.4384560726503386,-1.9472443720684502,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-355.5683221281247,-339.10937203696994,Clement A.,Cilic M.,Cilic M.,2010-02-23,0
-2.2857779746776647,1.9590369427003704,2.1484344131667865,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,451.3664605925983,385.91823807701167,Davydenko N.,Serra F.,Davydenko N.,2010-02-23,1
1.0116009116784794,-0.8057417412775116,-0.5108256237659907,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,38.539550201667225,54.90802007796037,Devvarman S.,Chiudinelli M.,Devvarman S.,2010-02-23,1
0.14310084364067333,-0.16816334711745196,-0.3122231813678984,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,-40.6541298913462,-65.6119406505527,Seppi A.,Tipsarevic J.,Tipsarevic J.,2010-02-23,0
-1.3862943611198904,0.9808292530117262,0.8934760541079834,Outdoor,Hard,ATP500,1st Round,Dubai Tennis Championships,323.5153106531468,281.3744632358005,Youzhny M.,Lacko L.,Youzhny M.,2010-02-23,1
-1.7209792871670073,2.420840830148241,-0.35985459685611215,Outdoor,Hard,ATP250,1st Round,International Championships,-22.315368093019515,31.78995259722319,Brands D.,Grosjean S.,Brands D.,2010-02-23,1
1.6999519199749322,-1.2665107791929477,-1.3556573916580008,Outdoor,Hard,ATP250,1st Round,International Championships,-313.4059934037077,-230.5352226394275,Gabashvili T.,Haas T.,Gabashvili T.,2010-02-23,1
-1.4136933353080048,1.5093544538771182,1.283245985220444,Outdoor,Hard,ATP250,1st Round,International Championships,122.04427975997692,107.684996608024,Gulbis E.,Harrison R.,Gulbis E.,2010-02-23,1
-0.5108256237659909,0.44784956356975947,0.5985312041850962,Outdoor,Hard,ATP250,1st Round,International Championships,143.63678598830143,79.86985663847645,Karlovic I.,Petzschner P.,Karlovic I.,2010-02-23,1
-0.9771729418086155,1.3280254529959148,0.43762221974269544,Outdoor,Hard,ATP250,1st Round,International Championships,-40.501523719215356,-38.71301196766717,Kendrick R.,Haase R.,Haase R.,2010-02-23,0
1.5227695297884263,-1.4380409206429245,-1.005902890563842,Outdoor,Hard,ATP250,1st Round,International Championships,-48.0040311019834,-55.879893787513765,Lindahl N.,Mayer F.,Mayer F.,2010-02-23,0
0.7637647477738989,-0.5083750711655926,0.3598545968561117,Outdoor,Hard,ATP250,1st Round,International Championships,-16.26475303709867,71.16430984567,Malisse X.,Chardy J.,Chardy J.,2010-02-23,0
-0.656242623624494,0.5079437773911017,0.5108256237659907,Outdoor,Hard,ATP250,1st Round,International Championships,108.33424654244595,30.577084803778916,Mayer L.,Anderson K.,Mayer L.,2010-02-23,1
0.14805309995913962,-0.111752866629792,1.3556573916580008,Outdoor,Hard,ATP250,1st Round,International Championships,132.87333134627625,81.76061496636044,Nieminen J.,Lorenzi P.,Nieminen J.,2010-02-23,1
3.1112906141882637,-4.471119177867336,-1.005902890563842,Outdoor,Hard,ATP250,1st Round,International Championships,71.02446680464482,105.59299004859554,Nishikori K.,Becker B.,Becker B.,2010-02-23,0
-0.23483959107740038,0.15391055496117456,0.5985312041850962,Outdoor,Hard,ATP250,1st Round,International Championships,16.330303946912636,68.79919852178591,Russell M.,Zverev M.,Zverev M.,2010-02-23,0
1.3039104796623082,-1.6056925897039385,-1.1874435023747254,Outdoor,Hard,ATP250,1st Round,International Championships,-16.347839584792837,-42.52267771710217,Spadea V.,Giraldo S.,Giraldo S.,2010-02-23,0
-0.6061358035703157,0.48389532090327236,1.4784096500276966,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,64.78019302305779,377.1366603296847,Gonzalez F.,Querrey S.,Gonzalez F.,2010-02-24,1
-1.0826119473216687,0.8603597480148535,-0.23511974236092564,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,314.0357055242955,-1.8335513513336537,Isner J.,Greul S.,Greul S.,2010-02-24,0
2.4849066497880004,-2.0703275545421294,-1.6873994539038122,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,-424.1928995219273,-395.91255956360556,Junqueira D.,Ferrero J.C.,Ferrero J.C.,2010-02-24,0
-0.020619287202735315,0.012607616854575454,0.3598545968561117,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,71.49993786172058,60.830542747915615,Kubot L.,Zeballos H.,Kubot L.,2010-02-24,1
1.356441397970209,-0.9797693694996834,-1.2832459852204439,Outdoor,Clay,ATP500,1st Round,Abierto Mexicano,-228.20556101515353,-216.57550584750334,Starace P.,Ferrer D.,Ferrer D.,2010-02-24,0
-0.6931471805599454,0.5250276254469011,0.43762221974269544,Outdoor,Clay,ATP500,2nd Round,Abierto Mexicano,-57.128502487885726,43.57895385310508,Almagro N.,Gasquet R.,Almagro N.,2010-02-24,1
-1.0176432261344428,0.7601578908429056,0.7911275889201489,Outdoor,Clay,ATP500,2nd Round,Abierto Mexicano,220.89522631890463,206.86017597433806,Monaco J.,Chela J.I.,Monaco J.,2010-02-24,1
-0.5645298027378516,0.4603653690600771,0.675128675057267,Outdoor,Clay,ATP500,2nd Round,Abierto Mexicano,130.28973034636556,116.74108922274036,Montanes A.,Cuevas P.,Cuevas P.,2010-02-24,0
-1.3519267176156826,1.1040767831401883,1.3556573916580008,Outdoor,Hard,ATP500,2nd Round,Dubai Tennis Championships,192.5026570392231,162.60647095174045,Baghdatis M.,Devvarman S.,Baghdatis M.,2010-02-24,1
-2.70805020110221,1.9732062825015744,2.1484344131667865,Outdoor,Hard,ATP500,2nd Round,Dubai Tennis Championships,368.5733381885841,316.47255745341704,Cilic M.,Koubek S.,Cilic M.,2010-02-24,1
2.1202635362000914,-1.4641464874136076,-1.591419406931422,Outdoor,Hard,ATP500,2nd Round,Dubai Tennis Championships,-378.3141755883564,-330.52785661520124,Phau B.,Youzhny M.,Youzhny M.,2010-02-24,0
-0.2984929885559966,0.2555018199006369,0.2351197423609256,Outdoor,Hard,ATP500,2nd Round,Dubai Tennis Championships,-35.41013976289605,-45.0464094676006,Robredo T.,Melzer J.,Melzer J.,2010-02-24,0
2.2772672850097555,-1.9240979993302956,-1.868949107919185,Outdoor,Hard,ATP500,2nd Round,Dubai Tennis Championships,-405.29685548448106,-390.9235258324861,Tipsarevic J.,Murray A.,Tipsarevic J.,2010-02-24,1
2.862200880929468,-2.012319427913396,-1.868949107919185,Outdoor,Hard,ATP500,2nd Round,Dubai Tennis Championships,-373.5074518364204,-340.6045543741161,Troicki V.,Djokovic N.,Djokovic N.,2010-02-24,0
-0.8602012652231115,0.6666093103602853,0.7911275889201489,Outdoor,Hard,ATP500,2nd Round,Dubai Tennis Championships,159.99462476053372,171.88418159177036,Tsonga J.W.,Ljubicic I.,Ljubicic I.,2010-02-24,0
-0.44468582126144574,0.30436899123679506,0.8934760541079834,Outdoor,Hard,ATP250,1st Round,International Championships,208.97678031528085,186.84158878873268,Blake J.,Dent T.,Blake J.,2010-02-24,1
-0.2638145910451377,0.1597011103579069,0.2351197423609256,Outdoor,Hard,ATP250,2nd Round,International Championships,-53.206396436817386,-6.0248408691018085,Mayer F.,Mayer L.,Mayer L.,2010-02-24,0
0.8649974374866045,-0.602750559985382,-0.6751286750572671,Outdoor,Clay,ATP500,2nd Round,Abierto Mexicano,-214.86679913924536,-162.85455623743042,Andreev I.,Ferrero J.C.,Ferrero J.C.,2010-02-25,0
0.6325225587435104,-0.4137175175133665,-0.3122231813678984,Outdoor,Clay,ATP500,2nd Round,Abierto Mexicano,-49.1078083125019,-113.83118026524471,Bellucci T.,Ferrer D.,Ferrer D.,2010-02-25,0
-1.2992829841302607,1.096033543455686,1.3556573916580008,Outdoor,Clay,ATP500,2nd Round,Abierto Mexicano,273.6409436255001,206.94547093993128,Gonzalez F.,Hanescu V.,Gonzalez F.,2010-02-25,1
